Title,Body,Stars
Prodotto buono,Per chi conosce gia questo prodotto non ha bisogno di presentazioni  Comodo il sensore per spegnere la sveglia o la musica al tocco ,"5,0"
Semplicemente strepitosa,Sbalorditivo  Nulla da aggiungere,"5,0"
Fa' il suo,"Come da titolo  Fa  il suo  NOTA NEGATIVA  non apprezzo invece l automatismo con cui il sistema, a seguito di richieste musicali, richieda il consenso a sottoscrivere attivazione upgrade e relativi periodi di prova ","4,0"
Regalo,Bellissimo colore,"5,0"
Buono,Buona,"5,0"
comodo e utile,bell acquisto,"5,0"
Echo Dott,Mi diverto molto con Alexa  Con prime tutto arriva in fretta ,"5,0"
Regalo perfetto!!!!,"Davvero divertente e facile da usare, comoda per le attività di tutti i giorni all interno della vostra abitazione Ne ho acquistate due , una come regalo per mio padre e devo dire che si possono fare davvero tante cose  Utili per controllare prodotti smart Home e divertente nella personalizzazione e nell ascolto della musica che preferiamo Consigliato   ","4,0"
Buono,Buono,"5,0"
Ottimo e semplice da usare e utile.,"Questo è il secondo che ho acquistato, oltre alle funzioni per accendere luci, attivare tramite comandi vocali elettrodomestici collegati ad una presa, ho insegnato alle mie nipotine di 4 anni ad utilizzare Alexa per telefonare a noi tutti della famiglia senza utilizzare nessun telefono, una volta sincronizzata la rubrica dei contatti tramite l APP di Alexa installata sul telefono di famiglia ","5,0"
Semplicemente Alexa,"Ecco, ovviamente la prima cosa che volevo fare è proprio cambiare il nome, lo renderanno mai possibile  Ma per il resto fa quello che deve fare, qualità del suono e del microfono più che soddisfacenti, lo comando da una stanza all altra senza problemi e senza urlare    ","5,0"
Perfetta,Super utile veramente ok vale la pena,"5,0"
Alexa,"Ottimo prodotto, Alexa è una compagna veramente eccezionale, Echo dot di 5  generazione affidabile e si sente benissimo  Ottimo acquisto","5,0"
Se potete fatevi un regalo,"Si puó sicuramente vivere anche senza, ma se vi capita di trovarla a metà prezzo, allora è un vero affare  Fatevi un regalo","5,0"
Alexa,Tiene compagnia con la musica che vuoi,"5,0"
Utile,"Bella, mia mamma la adora","4,0"
Top,"Arrivata in un giorno, regalata a un parente per Natale, è stato un regalo apprezzatissimo  Ha acquistato anche le lampadine apposite così che la mattina, tramite comando, è Alexa che le accende  L installazione è semplice e il prezzo competitivo ","5,0"
comodo,"Direi che è un acquisto azzeccato   anche se mi prendo un po  di tempo per una valutazione completa  Anche se paragonato con Echo Dot 3  generazione, che avevo già, posso dire la qualità del suono è sicuramente migliore","4,0"
Ottimo!,Senza Alexa a casa non possiamo più stare    È di famiglia ormai  presa in offerta ottimo affare ,"5,0"
Amazon .. Amazon ...,"Presa così, singolarmente è totalmente inutile per chi la compra e quindi per quanto poco costi costa sempre troppo Utilissima però per Amazon che tramite la  pallina  invoglierà l utente ad acquistare servizi aggiuntivi Ad esempio suona quello che vuole lei, impossibile chiedere una canzone, un cd, anche solo canzoni varie di un interprete     puoi scegliere soltanto il genere ed anche su quello    MA se fai l abbonamento la musica cambia    Carente anche come possibilità di configurazione, anche funzioni basilari, ad esempio c è il timer  utile per le uova sode , ma ti becchi la suoneria che vogliono loro Smetti di suonare quando esco e riprendi quando rientro     visto il microfono sembre attivo non dovrebbe poi essere così difficile Chiamate vocali tra vari utenti di icloud  Apple  esistono da sempre ed anche Amazon avrebbe il suo cloud, basterebbe copiare    Non dubito che creando un ecosistema Amazon la cosa possa migliorare e molto ma allora diventa impegnativo e non solo a livello economico ","3,0"
Mi piace,Facile da installare  Riconosce molto bene la voce  Molto carina da usare  Mi piace,"5,0"
Molto utile e divertente,"Perfetto, come in descrizione durante l acquisto Molto utile e divertente  Associata a lampadina e led per le camere, ottima","5,0"
Soddisfatto,Funziona bene    bella da vedere    ma la comodità di comandare con la voce diversi device non ha prezzo,"5,0"
Ormai mi aiuta in tutto,"Sveglie, promemoria, ricette, timer, comandi tramite prese apposite  Insomma una comodità assurda  Straconsiglio","5,0"
amissilleB,utileelitu VeramenteetnemareV,"5,0"
Benissimo,"È sempre perfetta, ne ho 4, peccato ogni tanto si perda dei comandi     migliorerà","5,0"
Suono,Ottimo   altoparlante eccezionali,"5,0"
Ottimo assistente di casa domotica,"Prodotto buono anche,il mio uso è prettamente per la domotica ","5,0"
Utile e funzionale,"Facile da usare e divertene, Utile per alcune routine ","5,0"
Inimitabile,"Bello, piccolo e potente, utile e versatile, ti fa anche compagnia","5,0"
Carina,"Audio buono, e anche utile nel utilizzo quotidiano  ","5,0"
Soddisfatto,Articolo consegnato nei tempi e rispondente alla descrizione,"4,0"
Ottimo,"Una amica sul comodino , l ha amo","5,0"
Fantastico,"Che dire, semplicemente perfetto, in questo ultimo modello hanno notevolmente migliorato la qualità audio  In un mese non mi si è disconnesso praticamente mai ","5,0"
Ho qualche dubbio.,"Acquistato durante il periodo Black Friday  Il prezzo molto basso e quindi conveniente  Ma al collegamento ho avuto dei problemi  E tutt ora l app Alexa non si comporta come lo faceva con il primo Echo Dot  Ci è voluto un bel po  per calibrare la temperatura  Per il resto tutto ok, spero solo non mi sia stato inviato un prodotto usato ","4,0"
Alexia,Molto utile x me  perché come al solito dimentico tutto  e alexia mi aiuta tantissimo  Il prodotto è ottimo,"5,0"
BENE.,"AUDIO DISCRETO A PATTO DI NON ALZARE MOLTO IL VOLUME  ESTETICAMENTE ACCATTIVANTE   HA UN SENSORE DI TEMPERATURA CHE , CHIEDENDO, INFORMA SUI GRADI  DELLA STANZA IN CUI E  COLLOCATO  SENZA ABBONAMENTO PREMIUM SI ASCOLTANO I BRANI CASUALI  E NON QUELLI VOLUTI ","5,0"
Fantastico,"Dispositivo veloce, utile e ormai indispensabileL ho abbinato alle luci che si possono controllare con Alexa e il risultato è ottimo","5,0"
Problematica nell'installazione,Dopo non poche peripezie ero quasi tentato a rendere il prodotto    poi azzerato cioè disinstallato più volteOra sembra funzionare    ,"5,0"
Bel sistema.,"Facilità d installazione, difficoltà a riconoscere altri apparati blutooth ","4,0"
MUST BUY,Uso ogni giorno Alexa è non c è niente da dire può essere utile a tutti se si ha una casa tech,"5,0"
Ottimo assistente di casa,"Davvero pratico e funzionale, in pochissimo spazio si ha un ottimo hub interattivo e ottimo audio  Innumerevoli funzioni disponibili  Le uniche perché sono gli scenari poco che poco fanno interagire altri prodotti e il sensore di temperatura completamente sballato e non configurabile, speriamo che mettano rimedio","4,0"
Proviamo Alexa,"Ho già l assistente virtuale Google Home mini e mi trovo bene per la domotica della casa  Mi sono detto proviamo Alexa  Be a mio parere è tutto un altro mondo  Alexa è molto più orientata alla famiglia, con giochetti e altro  Poi per chi acquista regolarmente su Amazon è possibile stilare la lista della spesa, sia per prodotti alimentari che per tutti i prodotti presenti sullo store Amazon ","5,0"
Utile!,"Per una organizzazione e gestione perfetta in casa  Utile come sveglia al mattino  Se sussurri, risponde sussurrando ","5,0"
carino,"ottimo rapporto qualità prezzo, onestamente non ne faccio un grande uso, ma quando serve c è,","5,0"
Ok,Ok,"5,0"
bello,semplice da installare e poi veramente dà un sacco di informazioni,"5,0"
Bel prodotto,Alexa e un ottimo prodotto  può essere usato per intranimento e per molteplici cose,"5,0"
Alexa,                    Impossibile caricare il contenuto multimediale                  Utilissima e un po  irriverente    ,"5,0"
Funzionale,Ha dei bassi ottimi considerando quanto costa io la utilizzo principalmente per ascolrare musica come uno cassa e comodo anche la possibilità di chiamare l eco dot e di chiamare il telefono da esso capita molto spesso che lascio il telefono in giro per casa e non lo trovo,"4,0"
Ottimo,Ottimo prodotto arrivato nei tempi previsti senza alcun danno ,"5,0"
Meraviglioso...,Compatto e funzionale  Audio eccellente  Ottimo acquisto  Acquisterò altri uguali ,"5,0"
Certezza amazon,"4  eco che acquisto    Connesse tutte le camere di casa mia, insieme alle lampadine e alle prese intelligenti  Essenziali per rendere Smart la propria casa","5,0"
Echo dot 5° generazione,"Qualità del suono uguale all echo dot classico        Nulla di superiore solo il prezzo , configurazione e comandi classici     Personalmente penso non valga la Pena, se la differenza è solo la forma ","4,0"
Finalmente Alexa!,Finalmente anche io sono entrato nel mondo magico di Alexa  Sono contento perchè ora posso cominciare a esplorare il mondo dell intelligenza artificiale e della domotica  Un passo alla volra,"5,0"
buono,"Mi sembrava più grosso dalla foto, del resto fa quello per cui è programmato ","4,0"
Preferivo il modello cilindrico,"Ottimo prodotto, ma il suono è più scadente rispetto al modello cilindrico del 2018","4,0"
Funziona,"X avere alexa sempre pronta, solo uno sfizio ma ormai la tengo","5,0"
Utile,È un valido aiuto per la casa,"5,0"
Si può migliorare,"Adoro la tecnologia e mi piace molto usare Alexa x sveglie, timer, musica ecc , il problema è che spesso non sa rispondere a delle cose che le si chiede, esempio  eliminare una canzone dalla mia playlist   Non riesce a farlo  Bisogna lavorare sull  interazione  ","3,0"
Perfetto,Come gli altri prodotti Alexa funziona perfettamente,"5,0"
Buon suono anche per la musica,Bello da vedere e buon audio,"4,0"
Musica di qualità con prezzo irrisorio,Prodotto eccellente per dimensioni e sound,"5,0"
Ottimo ma non è ben spiegato....incasinato nell usarlo la prima volta,Ottimo ma non è ben spiegato    incasinato nell usarlo la prima volta,"4,0"
Favolosi,"Che dire sono piccoli ma hanno un audio fantastico messo in paragone con Echo dot3gen o echo dot4 gen, inoltre con i sensori di movimento e temperatura è l ottimo prezzo fanno il resto  Si possono creare molte routine  Per fortuna i microfoni sono sensibili e non bisogna gridare come matti , senza fare nomi echo show 5  Lo consiglio mi piace moltissimo","4,0"
Comoda,Facile da usare ,"5,0"
Finalmente! Questi funzionano bene e si sentono meglio,"Ne avevo due di quarta generazione e funzionavano male  audio che gracchiava in home theater con firestick  Il bello era che con i due di terza generazione tutto funzionava bene  Ora ho preso questa coppia di quinta generazione e tutto funziona bene di nuovo  Quelli di quarta non andavano bene, problemi di audio gracchiante  Inoltre, questi di quinta hanno pure il sensore di temperatura  Lasciate perdere quelli di quarta  Terza generazione per risparmiare, quinta per avere qualcosa in più sull audio ed il sensore di temperatura ","5,0"
Cambia la tua vita con Alexa!,"Ho comprato questo Echo Dot durante il Black Friday dato lo sconto, ed è incredibile quanto si sia integrato facilmente nella mia quotidianità Comodo poter spegnere ed accendere luci con i comandi vocali, ricevere informazioni o semplicemente fare una chiacchierata con le svariate possibilità che offre Alexa Unica pecca è il filo bianco che viene fornito con la colorazione antracite, che per chi come me ha delle manie di perfezionismo si ritrova a comprarne uno di colore nero a parte ","5,0"
Prodotto perfetto in tutto,Il prodotto è arrivato in ottime condizioni e soprattutto il giorno dopo mi ha salvato in calcio d angolo per un regalo ,"5,0"
Elegante e funzionale,"Preso per sostituire un vecchio Echo Dot di prima generazione spostato in camera da letto con l audio ormai un po   gracchiante   Si inserisce perfettamente nell arredamento ed il suono è decisamente migliore del primo dispositivo, anche se migliorabile Peccato per il cavo USB che nell altro era nero come il dispositivo e in questo caso è bianco e dunque gli si abbina poco ","5,0"
Buono,Arrivato in tempi previsti i miei figli si divertono un sacco  ,"5,0"
Ok,Ok,"4,0"
Ottimo,Avevo visto la terza generazione a casa di un amico e mi sono convinto a comprarla anche io,"5,0"
Davvero bello,Preso in super offerta e completamente soddisfatto sia per l apparecchio sia per l utilità,"5,0"
Pagamento abbonamento,Nella descrizione del prodotto non ho letto che dopo 30 giorni bisogna  pagare abbonamento per usare le sue funzioni  Perché ,"4,0"
Molto utile ascoltare musica chiedere informazioni e tanto altro,Molto utile ascoltare musica chiedere informazioni e tanto altro,"5,0"
Unica pecca l’alimentatore bianco,Alimentatore bianco con dispositivo nero  non mi piace  A parte questo ottimo  Comoda la funzione di rilevamento a ultrasuoni del movimento  La rilevazione della temperatura ambiente è in modalità sperimentale e sarebbe comodo se potessi chiedere al dispositivo quale temperatura rileva Buono il suono  oltre quanto ci si può attendere da un piccolo dispositivo   ,"4,0"
Altoparlante Amazon,Semplicemente perfetto  Che dire  È Amazon   Ho detto tutto,"5,0"
Utile e divertente,"Mi piace la comodità di poter attivare funzioni, creare liste, promemoria ed ascoltare musica Vorrei che fosse possibile effettuare chiamate telefoniche con Alexa, mia suocera è non vedente, per lei sarebbe utile chiedere ad Alexa di chiamarenumeri telefonici  Ora è possibile solo sui contatti con profilo amazon","5,0"
Ottimo,Alexa non delude mai in ogni sua forma e colore,"5,0"
comdo e divertente,è stato un regalo per mia moglie ma devo dire che è molto comodo per sentire la radio o mettere un timer,"4,0"
Consiglio,"Puntuale la consegna, facile l installazione peccato che il filo dell alimentazione sia bianco e non nero ","4,0"
ottima,non potrei più farne a meno,"5,0"
leggere bene le istruzioni,"mi è piaciuto che una volta riuscito ad attivarla è una vera compagnia e soddisfa le mie richieste, l unico inconveniente ciò messo un pò ad attivarla,ma io non sono molto tecnologico poi come per magia siè attivata da sola,che bello ","4,0"
Buona ma non ottima,Risente ancora delle lacune sull audio e sulla comprensione delle domande Forma accattivante ma c è ancora da lavorare Molto Meglio un qualsiasi echo show   Ho,"3,0"
Buon prodotto,Buon prodotto qualche problema a connettersi con qualche dispositivo come TV lg,"4,0"
Prodotto ottimo!,L ho regalata ai miei nonni ultra ottantenni per permettere anche a loro di essere sempre connessi e in compagnia  L ho settata con promemoria per le medicine e una serie di Routine per tenerli comunque sempre aggiornati  Sono molto contento dell acquisto e anche loro lo sono ,"4,0"
Suono piacevole,Il suono è piacevole e la sua funzionalità buona ,"4,0"
molto carina,molto carina ma devo dire un po  più  lenta  la prima configurazione rispetto alla 3 gen ottimo il termometro integrato cosi da chiedere la temperatura interna o utilizzarla per automazioni e routine,"4,0"
classe inferiore rispetto la 4,preferisco la 4 generazione,"4,0"
Sempre il Top,"Ho acquistato questo Echo in sostituzione di un Echo Dot di 3  Gen  2019  I bassi sono molto più profondi e la qualità audio è ottima Anche il riconoscimento vocale mi sembra molto più performante Ho provato a programmare delle skill utilizzando il sensore ad ultrasuoni per il rilevamento della presenza nella stanza, ma non funziona per nulla bene A parte questo consiglio l acquisto","5,0"
Perfetto e funzionale,Tutto ottimo  Funziona alla perfezione  Design carino ,"4,0"
Non tutte le tv si possono collegare facilmente,Buona,"4,0"
Semplice da usare, ,"4,0"
Coinvolgente!!!!!,Divertente  ,"4,0"
Alexa,Funziona bene  Molto bella la funzione per sentire la presenza di persone nelle vicinanze  so possono impostare automatismi ad orari del giorno precisi a seconda che Alexa senta la presenza di qualcuno in casa o meno,"5,0"
Facile nell’uso basico,Piacevole,"4,0"
semplice e pratico come tutti i prodotti Alexa,"Ho già altri di questi prodotti e li trovo molto utili e comodi sia per ascoltare la radio e o la musica che per gestire gli elettrodomestici di casa o l impianto di climatizzazione senza doversi scomodare ad alzarsi a cercare i vari telecomandi Inoltre è comodo per fare brevi ricerche o piccoli intrattenimenti con gli amici, è possibile anche personalizzare alcune funzioni e o routine, meglio di così che altro ","5,0"
Dipende per cosa si utilizza,"L ho acquistata per usarla come cassa per la musica , peccato che alla maggior parte delle nostre richieste musicali , Alexa rispondeva che ci andava l abbonamento specifico per la musica   noi abbiamo prime ma non era sufficiente Non utilizzandola per la domotica abbiano fatto il reso perché inutile per le nostre esigenze Do 3 stelle perché non è ben chiaro prima dell acquisto quanto sia necessario l  abbonamento all music per ascoltare la musica da noi richiesta , alla fine metteva lei della musica simile","3,0"
Ottimo acquisto,Utile nella gestione dei dispositivi per casa intelligente ma anche per l intrattenimento,"5,0"
il miglior echo per qualità prezzo,il miglior echo per qualità prezzo,"5,0"
Adoro,Non ti fa ascoltare sempre quello che vuoi bisognerebbe avere Amazon music,"4,0"
BUON PRODOTTO,REGALO PER APPASSIONATO CHE HA TUTTE LE GENERAZIONI,"5,0"
Una garanzia,"Ho già in casa un alexa vecchia generazione e ho deciso di allargare la famiglia dei dispositivi intelligenti comprando questo, che dire   le funzionalità di alexa di sempre ma con un audio sicuramente migliore In offerta poi davvero conveniente ","5,0"
Ottimo,Molto soddisfatto,"5,0"
Fa il suo,"Ho comprato il prodotto il primo giorno di black friday, quindi il 18 11, ad un buon prezzo, il prodotto è un buon prodotto, riconosce bene la voce quando la chiami e può rivelarsi utile in determinate situazioni ","4,0"
ottimo ma alcune funzioni sono da migliorare..,"note negative  il termometro interno indica 2 gradi in meno, la routine che usa gli ultrasuoni funziona la prima volta, poi smette di funzionare per un po  di tempo","4,0"
Comoda,Comoda per gestire le apparecchiature compatibili Riproduce la musica con un volume bello alto  Certamente non ha la composita di una cassa di fascia alta ma fa il suo lavoro,"4,0"
Ottimo prodotto,Ne ho già un altro,"4,0"
Autoparlante TOP !,"Tutto super, la musica si sente benissimo, mi piacerebbe ci fossero più App da poter aggiungere ad Alexa ad esempio Storytel      ","4,0"
Tutto ok.,Regalo di natale,"4,0"
Alexa!,Non ci sono dubbi su alexa  Ottimo prodotto   fa veramente tutto  Da sistemare secondo me le skill   ho un tv samsung 55  2021 e fa fatica ad interagire ,"4,0"
Favoloso !!!!!,Ottimo    ,"4,0"
Ottimo,Cosa dire assolutamente perfetto,"5,0"
Bello,Bella e utile,"4,0"
ottimo prodotto,"tutto perfetto, ma per installarla ho dovuto chiamare un tecnico  Non è poi così semplice come dicono ","5,0"
Ottima,Comoda e facile da installare,"4,0"
non sente niente,"Acquistato nella speranza che fosse migliore del mio vecchio echo dot  La qualità del suono è sicuramente migliore, tuttavia se il vecchio sentiva la mia voce una volta su tre, questo è pure peggio  Inoltre molto spesso le risposte sono veramente lente, troppo lente per essere utili  Peccato ","3,0"
UNA BELLA COMPAGNIA,LHO ACQUISTATA SOPRATUTTO PER L ASCOLTO DELLA MUSICA ED HA UN AUDIO DAVVERO OTTIMO  OTTIMO IL RICNOSCIMENTO VOCALEUN PICCOLO OGGETTO CHE ANCHE VISIVAMENTE FA E  CARINO DA VEDERE   ,"5,0"
Fa tutto tranne cucinare 😂,Semplice e carino finalmente un dispositivo che mi ubbidisce non come la moglie  ,"5,0"
Ottimo,"Ottimo Echo dot,unica pecca l audio,ma per il resto Ottimo prodotto ","5,0"
Non si capisce niente,"Solo le donanda facile,Alexa, che ore sono Alexa, com è il tempo Altrimenti  Alexa, accendi luce Alexa, le luce Alexa, accendi lampadario Alexaaaaaa, lampa accendi Alexa  Per favore accendi la luce Va be alzo io e accendo  ","3,0"
Dovrebbero averlo tutti,Ne avevo già una in cada e ne ho comprata un altra per mio cognato È un oggetto comodissimo soprattutto se associato ad altri come TV e lampadine Non uso più gli interruttori e lo trovo comodissimo È comodo anche per ascoltare musica e come timer Può essere usato come vivavoce e per fare chiamate se collegato al telefono Eccellente ,"5,0"
Ottima offerta,"Bello nello stile, suono non eccellente ma adatto al prodotto, semplice da installare Consegna perfetta","4,0"
Ottimo,Sempre un grande prodotto ed il suono è ottimo,"5,0"
Ok,Mi piace però troppe cose a pagamento tipo per ascoltare la musica   ,"4,0"
Buon prodotto,Prodotto di buona qualità e facile de usare e configurare,"4,0"
Mi piace? Si!! Se ne può fare a meno? Certo.,"È un giocattolo molto carino  Aexa è simpatica e mi ci sto affezionando  Audio sorprendente per le dimensioni dell oggetto  Molto antipatica la pubblicità troppo lunga di Amazon music, Jeff Bezos intervieni per favore  A questo per comandare le luci in sotto e grazie al cielo che l ho acquistato perché avendo appena rotto due costole non potrei farne a meno  In conclusione, a  prezzo pieno no, scontato si ","5,0"
Performante,"Acquistato in offerta durante il black Friday, ottima qualità, molto performante Amazon non tradisce mai ","4,0"
Ottima se presa ad un ottimo prezzo,"Presa a 24,99 durante il Black Friday, un ottimo affare  Design minimalista ed elegante, fa la sua figura in casa, piccola e potente, suono chiaro e microfono perfetto  Per me questa quinta generazione è promossa ","4,0"
Bella vediamo se va bene,E solo qualche giorno che la ho alcune volte fa capricci magari sono io che non me la cavo con tecnologia però non riesco a collegarla ne alla tv ne alla mia Barra della Bose ,"4,0"
Vince echo dot 3,"Deluso da come la versione 3 risulti molto più potente di questa  Per il resto tutto come da descrizione, semplice nella configurazione ed essenziale nei comandi  Il prossimo che acquisterò sarà la versione studio ","4,0"
Un di più a tutto il resto,"L ho regalato a mio marito,per me si può fare a meno,non li trovo utilità,inn casa lavatrice,asciugatrice,lavastoviglie ect si programma con il cellulare,per altre cose come luci sempre con app del Cell ,sveglie app e altro Google è sempre al primo posto,devo dire che però per la musica nulla a togliere, ha un suono multo buono ma se tornasse in dietro ne farei a meno ","3,0"
Ottimo,"ottimo prodotto, facile da usare e installare","4,0"
Alexa,Non mi è piaciuto il fatto che il volume dell audio e troppo basso,"3,0"
Funzionale,"Ogni tanto fa i capricci che non dice nulla di  quello he gli chiediamo, ma nel complesso va benissimo","4,0"
Interessante aiuto,Un aiuto interessante,"4,0"
Qualità /prezzo,Facile da usare  Consigliato,"4,0"
Ottimo prodotto qualità prezzo semplice istallazione consiglio,Semplice istallazione,"4,0"
Alexa,E piccola ma ha un suono spettacolo Mi piace un sacco regalate a natale anche hai miei genitori e miei suoceriOttimo tuttoImpacchettamwnto spedizione  Prodotto e consegna  ora voglio le lampadine appena potrò  me le regalo ,"5,0"
Ottimo strumento,"Già ho un Echo dot, questo in aggiunta rende l utilizzo di Alexa più confortevole  Prezzo qualità eccellente  Suono buono, ricezione e configurazione eccellenti      ne consiglio l acquisto a chi vuole completare al meglio il sistema di assistenza Alexa ","5,0"
Echo dot,"Interesante, buon rapporto qualità prezzo  Ma il giorno dopo del acquisto costava di meno ","5,0"
Ottimo,Buon prodotto,"5,0"
Bello ma peccato che il filo di alimentazione non sia dello stesso colore del Eco....peccato,,"4,0"
"Radio, musica e lista della spesa mi hanno conquistato.",La comodità di avere la radio e la musica sempre disponibile semplicemente parlando E il poter aggiungere appuntamenti e lista della spesa parlando mentre stai facendo altro sono state le cose che mi hanno conquistato  ,"5,0"
Upgrade rispetto all'echodot piatto,Il suono è sicuramente migliore rispetto alla generazione  piatta  ma chissà perché con il nuovo echodot Alexa mi sembra più dura d orecchio  ,"4,0"
Echo quelli che ci voleva💪,Echo dot ottimo,"4,0"
Fantastico,Questa Alexa mi piace tantissimo è molto intelligente e riesce a rispondere subito in modo preciso a qualsiasi domanda  È comodissima e potrebbe essere anche un idea regalo La consiglio ,"5,0"
Da provare,Veramente utile anche per le piccole cose come un timer o compagnia  ,"5,0"
facile da usare,"facile da usare e istallare,molte funzioni che si possono attivare ","4,0"
Top,Veramente ottima qualità prezzo molto buono   leggera e bella,"5,0"
sempre piu Alexa,"Alexa è sempre Alexa, riconoscimento vocale al top, un sacco di funzioni, tanta interattività questa generazione del prodotto base  24 euro in black friday  è qualcosa di più  l estetica è diventata molto più moderna l installazione è qualcosa di straordinario  scarichi l app, accedi ad alexa ed è tutto fatto  la diffusione sonora è sempre più coinvolgente in poche parole  oltre la solita radio, oltre al solito assistente personale  semplicemente ALEXA ","5,0"
Facile da configurare,Migliorato io suono rispetto alle versioni precedenti  Materiale di qualità,"4,0"
Buono ma non ottimo.,"Esteticamente gradevole, perfettamente funzionante  Pensavo che l audio fosse nettamente migliore della precedente versione, invece lo è ma di poco ","4,0"
Ottimo,"Ottima qualità prezzo, funzionalità ottima","5,0"
Alexa,Suono perfetto ed esteticamente molto carino,"5,0"
Buon prodotto,"Ottimo prodotto,e semplice da installare","5,0"
wow,"acquistata Alexa come regalo di natale, alla fine era un regalo boomerang per me    riconosce bene ed anche da distanza la richiesta, il suono è potente e pulito  io la trovo molto utile","5,0"
Buon prodotto!,Buon prodotto  Da migliorare la configurabilità che direi limitata ,"4,0"
Come da aspettative,"Per la grandezza, più che buona ","4,0"
Semplicemente stupendo!,"Questo modello è stupendo, piccolo e ugualmente potente  Oramai non posso più farne a meno di questi echo li ho messi uno per ogni stanza e ho reso la mia casa tecnologica e più confortevole  Anche mia figlia si diverte chiamando Alexa per mettere musica o chiedere di accendere le luci  ","5,0"
Perfetta.,"Perfetta  Altoparlante davvero molto potente, e si può appunto collegare anche ad un dispositivo ed usarla come una normale cassa, oppure alla Fire TV per avere un audio migliore  Riesce a sentirmi dal secondo piano e l Echo Dot si trova al quarto  Consegna sempre in tempo  Assolutamente consigliata ","5,0"
Fantastico,Fantastico,"5,0"
Funziona bene,Ottima,"5,0"
Ottimo Prodotto,"Spedizione e consegna come sempre perfette  Ho acquistato il prodotto per domotizzare la mia casa  Installazione semplice e leggendo il manuale diventa ancora più facile  Ho acquistato anche delle prese wi fi per attaccarci delle luci  Semplice l abbinamento con queste prese  Il prodotto è molto piccolo non credevo, quindi dal mio punto di vista è perfetto  Altoparlanti top  Consiglio vivamente questo prodotto ","5,0"
Alexa,Semplicemente soddisfatta dell articolo acquistato ,"5,0"
buono,buono,"4,0"
Ottimo,Tutto come descritto,"5,0"
Alexa ci sei?,Ottimo prodotto per il prezzo richiesto  Nulla piu,"4,0"
Comodo,Utile da viaggio,"5,0"
Efficienza,Per ascoltare musica,"4,0"
Qualità prezzo top,"Ti regala moltissime informazioni in istantanea, ti permette di ascoltare tutti i tipi di musica a tuo piacimento ","5,0"
Troppo carino,"Ottimo prodotto , fatto bene ,suona bene e risponde a tutti i commandi  ","5,0"
Sempre una garanzia,"Ottimo prodotto, musica, promemoria, lista spesa, accensione e spegnimento lampade con presa ecodot","5,0"
Impressionante,"Prima volta che acquisto un echo e devo dire di essermi sbalordito Pro  Qualità audio eccellente Possibilità di impostare sveglie, promemoria Chiedere la qualsiasi Gestire tutto quello che è compatibile con AlexaContro  Abituarsi ad utilizzarla","5,0"
Alexa,Ottimo,"4,0"
Un altra vita!,Non risponde a tutte le domande ma ne sono più che soddisfatta,"5,0"
"Alexa, che altro dire?","Ormai tutti conosciamo Alexa Comprata in offerta speciale, quindi soddisfatto del prezzo Unica pecca  se vogliamo trovarne  è che mi aspettavo la potenza della cassa un po  più forte rispetto al modello base Cmq soddisfatto","5,0"
buono,qulità prezzo,"4,0"
Alexa mettimi su della musica rilassante!,"Ero scettico, ma visti i prezzi del Black Friday ne ho preso uno e poi spinto dall entusiasmo, anche uno per il piano superiore Per ora li uso per comandare delle prese wifi, per mettere della musica  si sente benissimo  , per ascoltare la radio in streaming, come interfono tra i due echo dot, per avere informazioni  Pensavo che parlare con una palla nera sarebbe stato più faticoso, invece dopo un po  è abbastanza rilassante e veloce ","5,0"
Modificalo,Fantastico perché puoi mettere le risposte che vuoi farti sentire attenzione però alle parolacce è alcune parole osé quelle non li sopporta molto divertente suono molto migliorato impostate Spotify con le vostre playlist ve lo consiglio  per evitare spiacevoli abbonamenti con app del Cell del PC portatile e tablet Alexa funziona anche  quando non sei a casa basta avere una connessione dati,"5,0"
una certezza,"articolo funzionante , ottimo come compagnia per musica , meteo , lista della spesa ,e ottimo come hub per comandi domotici ,molto intuitivo si configura in 3 minuti","5,0"
Buono ma non troppo,"Prodotto comprato da un paio di mesi, scegliendo una versione più nuova di un echo acquistato qualche anno fa, ma a parte la qualità del suono che effettivamente è migliore per il resto non ha nulla da invidiare rispetto a una generazione più vecchia, spesso e volentieri non ascolta e nemmeno risponde, ho provato già due volte a resettarlo ma non cambia praticamente nulla","3,0"
Ottimo prodotto,"Ottimo prodotto, facile installazione e molto comodo","4,0"
Una sicurezza,"Possiedo già altri 2 echo dot 3  generazione, quindi conosco molto bene il prodotto ed anche l installazione è stata immediata Ho fatto l upgrade comprando la 5  generazione sicuro di tutto i miglioramenti  ","5,0"
Ottimo,Finalmente un dispositivo tecnologico facile da usare per tutti anche per persone non esperte Il suono ottimo    Per la musica  dopo il primo mese serve abbonamento Amazon Music     ,"5,0"
Se piace l'estetista è un ottimo prodotto,"Non ero convinto dell acquisto, non è piccolo come il vecchio dot, non è grande e performante come il plus  personalmente non apprezzo particolarmente nemmeno la forma sferica Una volta installato non è brutto come pensavo, ma soprattutto funziona benissimo, anche l audio ben sopra le aspettative Bella sorpresa","5,0"
Ottimo,"La semplicità  per installarlo , è la bellezza del prodotto ,Qualità prezzo , perfetto","4,0"
Alexa,Buon prodotto x il costo,"4,0"
Elegantwle,Design elegante ed ottima qualità audio,"4,0"
Ottimo qualità prezzo,Ottimo qualità prezzo,"4,0"
