Title,Body,Stars,Polarity,Polarity_Text
semplice e molto utile,gli chiedi di tutto  dalle notizie alle curiosit    persino le barzellette  si collega con tutte le radio del mondo  utile per le lingue  utile per la scuola dei ragazzi e per cultura generale  un accesso vocale alla rete  simpatica la funzione di messaggi preimpostati a certe ore  ad esempio per ricordarti di una medicina o di fare sport o di bere pi  spesso  si pu  adattare come un amico che ti ricorda le cose importanti   trovo che sia un bel oggetto anche per persone anziane sole  ottimo rapporto qualit  prezzo ,"5,0",-0.0593,Bad
funzionale,un po tanti difetti ,"4,0",-0.173,Bad
regalo perfetto,ne ho prese tre in breve periodo  regalate e tutti soddisfatti ,"5,0",0.25,Good
perfetta,super utile veramente ok vale la pena,"5,0",0.3408,Good
alexa,ottimo prodotto  alexa   una compagna veramente eccezionale  echo dot di    generazione affidabile e si sente benissimo  ottimo acquisto,"5,0",0.25,Good
se potete fatevi un regalo,si pu  sicuramente vivere anche senza  ma se vi capita di trovarla a met  prezzo  allora   un vero affare  fatevi un regalo,"5,0",-0.0593,Bad
utile,bella  mia mamma la adora,"4,0",-0.0684,Bad
ottimo ,senza alexa a casa non possiamo pi  stare      di famiglia ormai  presa in offerta ottimo affare ,"5,0",0.25,Good
amazon    amazon    ,presa cos   singolarmente   totalmente inutile per chi la compra e quindi per quanto poco costi costa sempre troppo utilissima per  per amazon che tramite la  pallina  invoglier  l utente ad acquistare servizi aggiuntivi ad esempio suona quello che vuole lei  impossibile chiedere una canzone  un cd  anche solo canzoni varie di un interprete     puoi scegliere soltanto il genere ed anche su quello    ma se fai l abbonamento la musica cambia    carente anche come possibilit  di configurazione  anche funzioni basilari  ad esempio c   il timer  utile per le uova sode   ma ti becchi la suoneria che vogliono loro smetti di suonare quando esco e riprendi quando rientro     visto il microfono sembre attivo non dovrebbe poi essere cos  difficile chiamate vocali tra vari utenti di icloud  apple  esistono da sempre ed anche amazon avrebbe il suo cloud  basterebbe copiare    non dubito che creando un ecosistema amazon la cosa possa migliorare e molto ma allora diventa impegnativo e non solo a livello economico ,"3,0",0.2247,Good
molto utile e divertente,perfetto  come in descrizione durante l acquisto molto utile e divertente  associata a lampadina e led per le camere  ottima,"5,0",0.25,Good
ottimo prodotto   ,ottimo prodotto   molto efficiente   e molto utile in campo  appuntamenti     lista spesa   timer      lode  ,"5,0",0.25,Good
ormai mi aiuta in tutto,sveglie  promemoria  ricette  timer  comandi tramite prese apposite  insomma una comodit  assurda  straconsiglio,"5,0",0.25,Good
una costante nella qualit  echo dot    ,affidabilit  confermata nel tempo  una costante di qualit   nel mio caso una aggiunta all echo dot che ho nel mio appartamento  di facile abbinamento     e quindi di massima compatibilit  con quanto gi  presente ed abbinato    grande prodotto   ,"5,0",0.25,Good
semplicemente strepitosa,sbalorditivo  nulla da aggiungere,"5,0",0.25,Good
benissimo,  sempre perfetta  ne ho    peccato ogni tanto si perda dei comandi     migliorer ,"5,0",0.25,Good
fa  il suo,come da titolo  fa  il suo  nota negativa  non apprezzo invece l automatismo con cui il sistema  a seguito di richieste musicali  richieda il consenso a sottoscrivere attivazione upgrade e relativi periodi di prova ,"4,0",0.25,Good
regalo,bellissimo colore,"5,0",0.25,Good
ottimo assistente di casa domotica,prodotto buono anche il mio uso   prettamente per la domotica ,"5,0",0.25,Good
ottimo e semplice da usare e utile ,questo   il secondo che ho acquistato  oltre alle funzioni per accendere luci  attivare tramite comandi vocali elettrodomestici collegati ad una presa  ho insegnato alle mie nipotine di   anni ad utilizzare alexa per telefonare a noi tutti della famiglia senza utilizzare nessun telefono  una volta sincronizzata la rubrica dei contatti tramite l app di alexa installata sul telefono di famiglia ,"5,0",0.25,Good
utile e funzionale,facile da usare e divertene  utile per alcune routine ,"5,0",0.25,Good
inimitabile,bello  piccolo e potente  utile e versatile  ti fa anche compagnia,"5,0",0.25,Good
carina,audio buono  e anche utile nel utilizzo quotidiano  ,"5,0",0.25,Good
soddisfatto,articolo consegnato nei tempi e rispondente alla descrizione,"4,0",0.25,Good
fantastico,che dire  semplicemente perfetto  in questo ultimo modello hanno notevolmente migliorato la qualit  audio  in un mese non mi si   disconnesso praticamente mai ,"5,0",-0.1733,Bad
ho qualche dubbio ,acquistato durante il periodo black friday  il prezzo molto basso e quindi conveniente  ma al collegamento ho avuto dei problemi  e tutt ora l app alexa non si comporta come lo faceva con il primo echo dot  ci   voluto un bel po  per calibrare la temperatura  per il resto tutto ok  spero solo non mi sia stato inviato un prodotto usato ,"4,0",-0.086,Bad
fantastico,dispositivo veloce  utile e ormai indispensabilel ho abbinato alle luci che si possono controllare con alexa e il risultato   ottimo,"5,0",0.2103,Good
semplicemente alexa,ecco  ovviamente la prima cosa che volevo fare   proprio cambiare il nome  lo renderanno mai possibile  ma per il resto fa quello che deve fare  qualit  del suono e del microfono pi  che soddisfacenti  lo comando da una stanza all altra senza problemi e senza urlare    ,"5,0",0.25,Good
problematica nell installazione,dopo non poche peripezie ero quasi tentato a rendere il prodotto    poi azzerato cio  disinstallato pi  volteora sembra funzionare    ,"5,0",0.25,Good
alexa,tiene compagnia con la musica che vuoi,"5,0",0.25,Good
comodo,direi che   un acquisto azzeccato   anche se mi prendo un po  di tempo per una valutazione completa  anche se paragonato con echo dot    generazione  che avevo gi   posso dire la qualit  del suono   sicuramente migliore,"4,0",-0.256,Bad
top,arrivata in un giorno  regalata a un parente per natale    stato un regalo apprezzatissimo  ha acquistato anche le lampadine apposite cos  che la mattina  tramite comando    alexa che le accende  l installazione   semplice e il prezzo competitivo ,"5,0",0.1562,Good
must buy,uso ogni giorno alexa   non c   niente da dire pu  essere utile a tutti se si ha una casa tech,"5,0",-0.1108,Bad
soddisfatto,funziona bene    bella da vedere    ma la comodit  di comandare con la voce diversi device non ha prezzo,"5,0",0.186,Good
ottimo assistente di casa,davvero pratico e funzionale  in pochissimo spazio si ha un ottimo hub interattivo e ottimo audio  innumerevoli funzioni disponibili  le uniche perch  sono gli scenari poco che poco fanno interagire altri prodotti e il sensore di temperatura completamente sballato e non configurabile  speriamo che mettano rimedio,"4,0",0.186,Good
proviamo alexa,ho gi  l assistente virtuale google home mini e mi trovo bene per la domotica della casa  mi sono detto proviamo alexa  be a mio parere   tutto un altro mondo  alexa   molto pi  orientata alla famiglia  con giochetti e altro  poi per chi acquista regolarmente su amazon   possibile stilare la lista della spesa  sia per prodotti alimentari che per tutti i prodotti presenti sullo store amazon ,"5,0",0.186,Good
mi piace,facile da installare  riconosce molto bene la voce  molto carina da usare  mi piace,"5,0",0.25,Good
amissilleb,utileelitu veramenteetnemarev,"5,0",0.25,Good
utile ,per una organizzazione e gestione perfetta in casa  utile come sveglia al mattino  se sussurri  risponde sussurrando ,"5,0",0.25,Good
carino,ottimo rapporto qualit  prezzo  onestamente non ne faccio un grande uso  ma quando serve c   ,"5,0",0.25,Good
suono,ottimo   altoparlante eccezionali,"5,0",0.25,Good
bello,semplice da installare e poi veramente d  un sacco di informazioni,"5,0",0.25,Good
bel prodotto,alexa e un ottimo prodotto  pu  essere usato per intranimento e per molteplici cose,"5,0",-0.0593,Bad
alexa,                    impossibile caricare il contenuto multimediale                  utilissima e un po  irriverente    ,"5,0",-0.173,Bad
funzionale,ha dei bassi ottimi considerando quanto costa io la utilizzo principalmente per ascolrare musica come uno cassa e comodo anche la possibilit  di chiamare l eco dot e di chiamare il telefono da esso capita molto spesso che lascio il telefono in giro per casa e non lo trovo,"4,0",0.186,Good
ottimo,ottimo prodotto arrivato nei tempi previsti senza alcun danno ,"5,0",0.25,Good
certezza amazon,   eco che acquisto    connesse tutte le camere di casa mia  insieme alle lampadine e alle prese intelligenti  essenziali per rendere smart la propria casa,"5,0",0.069,Good
echo dot    generazione,qualit  del suono uguale all echo dot classico        nulla di superiore solo il prezzo   configurazione e comandi classici     personalmente penso non valga la pena  se la differenza   solo la forma ,"4,0",0.25,Good
finalmente alexa ,finalmente anche io sono entrato nel mondo magico di alexa  sono contento perch  ora posso cominciare a esplorare il mondo dell intelligenza artificiale e della domotica  un passo alla volra,"5,0",0.25,Good
buono,mi sembrava pi  grosso dalla foto  del resto fa quello per cui   programmato ,"4,0",0.25,Good
preferivo il modello cilindrico,ottimo prodotto  ma il suono   pi  scadente rispetto al modello cilindrico del     ,"4,0",0.25,Good
funziona,x avere alexa sempre pronta  solo uno sfizio ma ormai la tengo,"5,0",0.25,Good
utile,  un valido aiuto per la casa,"5,0",0.25,Good
si pu  migliorare,adoro la tecnologia e mi piace molto usare alexa x sveglie  timer  musica ecc   il problema   che spesso non sa rispondere a delle cose che le si chiede  esempio  eliminare una canzone dalla mia playlist   non riesce a farlo  bisogna lavorare sull  interazione  ,"3,0",-0.1457,Bad
ottimo,una amica sul comodino   l ha amo,"5,0",0.186,Good
alexia,molto utile x me  perch  come al solito dimentico tutto  e alexia mi aiuta tantissimo  il prodotto   ottimo,"5,0",0.25,Good
bene ,audio discreto a patto di non alzare molto il volume  esteticamente accattivante   ha un sensore di temperatura che   chiedendo  informa sui gradi  della stanza in cui e  collocato  senza abbonamento premium si ascoltano i brani casuali  e non quelli voluti ,"5,0",0.186,Good
ottimo ma non   ben spiegato    incasinato nell usarlo la prima volta,ottimo ma non   ben spiegato    incasinato nell usarlo la prima volta,"4,0",0.25,Good
bel sistema ,facilit  d installazione  difficolt  a riconoscere altri apparati blutooth ,"4,0",0.25,Good
favolosi,che dire sono piccoli ma hanno un audio fantastico messo in paragone con echo dot gen o echo dot  gen  inoltre con i sensori di movimento e temperatura   l ottimo prezzo fanno il resto  si possono creare molte routine  per fortuna i microfoni sono sensibili e non bisogna gridare come matti   senza fare nomi echo show    lo consiglio mi piace moltissimo,"4,0",-0.1027,Bad
finalmente  questi funzionano bene e si sentono meglio,ne avevo due di quarta generazione e funzionavano male  audio che gracchiava in home theater con firestick  il bello era che con i due di terza generazione tutto funzionava bene  ora ho preso questa coppia di quinta generazione e tutto funziona bene di nuovo  quelli di quarta non andavano bene  problemi di audio gracchiante  inoltre  questi di quinta hanno pure il sensore di temperatura  lasciate perdere quelli di quarta  terza generazione per risparmiare  quinta per avere qualcosa in pi  sull audio ed il sensore di temperatura ,"5,0",0.25,Good
cambia la tua vita con alexa ,ho comprato questo echo dot durante il black friday dato lo sconto  ed   incredibile quanto si sia integrato facilmente nella mia quotidianit  comodo poter spegnere ed accendere luci con i comandi vocali  ricevere informazioni o semplicemente fare una chiacchierata con le svariate possibilit  che offre alexa unica pecca   il filo bianco che viene fornito con la colorazione antracite  che per chi come me ha delle manie di perfezionismo si ritrova a comprarne uno di colore nero a parte ,"5,0",0.0706,Good
prodotto perfetto in tutto,il prodotto   arrivato in ottime condizioni e soprattutto il giorno dopo mi ha salvato in calcio d angolo per un regalo ,"5,0",0.186,Good
ok,ok,"4,0",0.148,Good
ok,ok,"5,0",0.148,Good
unica pecca l alimentatore bianco,alimentatore bianco con dispositivo nero  non mi piace  a parte questo ottimo  comoda la funzione di rilevamento a ultrasuoni del movimento  la rilevazione della temperatura ambiente   in modalit  sperimentale e sarebbe comodo se potessi chiedere al dispositivo quale temperatura rileva buono il suono  oltre quanto ci si pu  attendere da un piccolo dispositivo   ,"4,0",-0.0593,Bad
meraviglioso   ,compatto e funzionale  audio eccellente  ottimo acquisto  acquister  altri uguali ,"5,0",0.25,Good
utile e divertente,mi piace la comodit  di poter attivare funzioni  creare liste  promemoria ed ascoltare musica vorrei che fosse possibile effettuare chiamate telefoniche con alexa  mia suocera   non vedente  per lei sarebbe utile chiedere ad alexa di chiamarenumeri telefonici  ora   possibile solo sui contatti con profilo amazon,"5,0",-0.0012,Bad
comdo e divertente,  stato un regalo per mia moglie ma devo dire che   molto comodo per sentire la radio o mettere un timer,"4,0",-0.2048,Bad
consiglio,puntuale la consegna  facile l installazione peccato che il filo dell alimentazione sia bianco e non nero ,"4,0",0.25,Good
ottima,non potrei pi  farne a meno,"5,0",0.25,Good
leggere bene le istruzioni,mi   piaciuto che una volta riuscito ad attivarla   una vera compagnia e soddisfa le mie richieste  l unico inconveniente ci  messo un p  ad attivarla ma io non sono molto tecnologico poi come per magia si  attivata da sola che bello ,"4,0",0.25,Good
buona ma non ottima,risente ancora delle lacune sull audio e sulla comprensione delle domande forma accattivante ma c   ancora da lavorare molto meglio un qualsiasi echo show   ho,"3,0",0.25,Good
buon prodotto,buon prodotto qualche problema a connettersi con qualche dispositivo come tv lg,"4,0",0.25,Good
prodotto ottimo ,l ho regalata ai miei nonni ultra ottantenni per permettere anche a loro di essere sempre connessi e in compagnia  l ho settata con promemoria per le medicine e una serie di routine per tenerli comunque sempre aggiornati  sono molto contento dell acquisto e anche loro lo sono ,"4,0",0.25,Good
molto carina,molto carina ma devo dire un po  pi   lenta  la prima configurazione rispetto alla   gen ottimo il termometro integrato cosi da chiedere la temperatura interna o utilizzarla per automazioni e routine,"4,0",-0.256,Bad
perfetto,come gli altri prodotti alexa funziona perfettamente,"5,0",0.25,Good
buon suono anche per la musica,bello da vedere e buon audio,"4,0",0.25,Good
classe inferiore rispetto la  ,preferisco la   generazione,"4,0",0.25,Good
musica di qualit  con prezzo irrisorio,prodotto eccellente per dimensioni e sound,"5,0",0.25,Good
perfetto e funzionale,tutto ottimo  funziona alla perfezione  design carino ,"4,0",0.25,Good
non tutte le tv si possono collegare facilmente,buona,"4,0",0.25,Good
semplice da usare, ,"4,0",0.25,Good
coinvolgente     ,divertente  ,"4,0",0.25,Good
comoda,facile da usare ,"5,0",0.25,Good
elegante e funzionale,preso per sostituire un vecchio echo dot di prima generazione spostato in camera da letto con l audio ormai un po   gracchiante   si inserisce perfettamente nell arredamento ed il suono   decisamente migliore del primo dispositivo  anche se migliorabile peccato per il cavo usb che nell altro era nero come il dispositivo e in questo caso   bianco e dunque gli si abbina poco ,"5,0",-0.173,Bad
buono,arrivato in tempi previsti i miei figli si divertono un sacco  ,"5,0",0.25,Good
pagamento abbonamento,nella descrizione del prodotto non ho letto che dopo    giorni bisogna  pagare abbonamento per usare le sue funzioni  perch  ,"4,0",0.25,Good
ottimo,avevo visto la terza generazione a casa di un amico e mi sono convinto a comprarla anche io,"5,0",0.25,Good
dipende per cosa si utilizza,l ho acquistata per usarla come cassa per la musica   peccato che alla maggior parte delle nostre richieste musicali   alexa rispondeva che ci andava l abbonamento specifico per la musica   noi abbiamo prime ma non era sufficiente non utilizzandola per la domotica abbiano fatto il reso perch  inutile per le nostre esigenze do   stelle perch  non   ben chiaro prima dell acquisto quanto sia necessario l  abbonamento all music per ascoltare la musica da noi richiesta   alla fine metteva lei della musica simile,"3,0",0.1309,Good
ottimo acquisto,utile nella gestione dei dispositivi per casa intelligente ma anche per l intrattenimento,"5,0",0.25,Good
davvero bello,preso in super offerta e completamente soddisfatto sia per l apparecchio sia per l utilit ,"5,0",0.2898,Good
molto utile ascoltare musica chiedere informazioni e tanto altro,molto utile ascoltare musica chiedere informazioni e tanto altro,"5,0",0.25,Good
altoparlante amazon,semplicemente perfetto  che dire    amazon   ho detto tutto,"5,0",-0.1095,Bad
ottimo,alexa non delude mai in ogni sua forma e colore,"5,0",0.25,Good
buon prodotto,regalo per appassionato che ha tutte le generazioni,"5,0",0.186,Good
una garanzia,ho gi  in casa un alexa vecchia generazione e ho deciso di allargare la famiglia dei dispositivi intelligenti comprando questo  che dire   le funzionalit  di alexa di sempre ma con un audio sicuramente migliore in offerta poi davvero conveniente ,"5,0",-0.1335,Bad
suono piacevole,il suono   piacevole e la sua funzionalit  buona ,"4,0",0.25,Good
comoda,comoda per gestire le apparecchiature compatibili riproduce la musica con un volume bello alto  certamente non ha la composita di una cassa di fascia alta ma fa il suo lavoro,"4,0",0.186,Good
ottimo prodotto,ne ho gi  un altro,"4,0",0.25,Good
tutto ok ,regalo di natale,"4,0",0.2296,Good
alexa ,non ci sono dubbi su alexa  ottimo prodotto   fa veramente tutto  da sistemare secondo me le skill   ho un tv samsung          e fa fatica ad interagire ,"4,0",0.25,Good
favoloso      ,ottimo    ,"4,0",0.25,Good
sempre il top,ho acquistato questo echo in sostituzione di un echo dot di    gen        i bassi sono molto pi  profondi e la qualit  audio   ottima anche il riconoscimento vocale mi sembra molto pi  performante ho provato a programmare delle skill utilizzando il sensore ad ultrasuoni per il rilevamento della presenza nella stanza  ma non funziona per nulla bene a parte questo consiglio l acquisto,"5,0",0.2202,Good
ottima,comoda e facile da installare,"4,0",0.25,Good
non sente niente,acquistato nella speranza che fosse migliore del mio vecchio echo dot  la qualit  del suono   sicuramente migliore  tuttavia se il vecchio sentiva la mia voce una volta su tre  questo   pure peggio  inoltre molto spesso le risposte sono veramente lente  troppo lente per essere utili  peccato ,"3,0",-0.0684,Bad
alexa,funziona bene  molto bella la funzione per sentire la presenza di persone nelle vicinanze  so possono impostare automatismi ad orari del giorno precisi a seconda che alexa senta la presenza di qualcuno in casa o meno,"5,0",0.25,Good
semplice e pratico come tutti i prodotti alexa,ho gi  altri di questi prodotti e li trovo molto utili e comodi sia per ascoltare la radio e o la musica che per gestire gli elettrodomestici di casa o l impianto di climatizzazione senza doversi scomodare ad alzarsi a cercare i vari telecomandi inoltre   comodo per fare brevi ricerche o piccoli intrattenimenti con gli amici    possibile anche personalizzare alcune funzioni e o routine  meglio di cos  che altro ,"5,0",0.25,Good
facile nell uso basico,piacevole,"4,0",0.25,Good
fa tutto tranne cucinare  ,semplice e carino finalmente un dispositivo che mi ubbidisce non come la moglie  ,"5,0",0.25,Good
dovrebbero averlo tutti,ne avevo gi  una in cada e ne ho comprata un altra per mio cognato   un oggetto comodissimo soprattutto se associato ad altri come tv e lampadine non uso pi  gli interruttori e lo trovo comodissimo   comodo anche per ascoltare musica e come timer pu  essere usato come vivavoce e per fare chiamate se collegato al telefono eccellente ,"5,0",-0.0593,Bad
ottima offerta,bello nello stile  suono non eccellente ma adatto al prodotto  semplice da installare consegna perfetta,"4,0",0.25,Good
ottimo,sempre un grande prodotto ed il suono   ottimo,"5,0",0.25,Good
ok,mi piace per  troppe cose a pagamento tipo per ascoltare la musica   ,"4,0",0.2296,Good
mi piace  si   se ne pu  fare a meno  certo ,  un giocattolo molto carino  aexa   simpatica e mi ci sto affezionando  audio sorprendente per le dimensioni dell oggetto  molto antipatica la pubblicit  troppo lunga di amazon music  jeff bezos intervieni per favore  a questo per comandare le luci in sotto e grazie al cielo che l ho acquistato perch  avendo appena rotto due costole non potrei farne a meno  in conclusione  a  prezzo pieno no  scontato si ,"5,0",-0.0785,Bad
performante,acquistato in offerta durante il black friday  ottima qualit   molto performante amazon non tradisce mai ,"4,0",0.1212,Good
ottima se presa ad un ottimo prezzo,presa a       durante il black friday  un ottimo affare  design minimalista ed elegante  fa la sua figura in casa  piccola e potente  suono chiaro e microfono perfetto  per me questa quinta generazione   promossa ,"4,0",0.25,Good
il miglior echo per qualit  prezzo,il miglior echo per qualit  prezzo,"5,0",0.25,Good
bella vediamo se va bene,e solo qualche giorno che la ho alcune volte fa capricci magari sono io che non me la cavo con tecnologia per  non riesco a collegarla ne alla tv ne alla mia barra della bose ,"4,0",-0.0684,Bad
vince echo dot  ,deluso da come la versione   risulti molto pi  potente di questa  per il resto tutto come da descrizione  semplice nella configurazione ed essenziale nei comandi  il prossimo che acquister  sar  la versione studio ,"4,0",0.25,Good
un di pi  a tutto il resto,l ho regalato a mio marito per me si pu  fare a meno non li trovo utilit  inn casa lavatrice asciugatrice lavastoviglie ect si programma con il cellulare per altre cose come luci sempre con app del cell  sveglie app e altro google   sempre al primo posto devo dire che per  per la musica nulla a togliere  ha un suono multo buono ma se tornasse in dietro ne farei a meno ,"3,0",-0.1108,Bad
adoro,non ti fa ascoltare sempre quello che vuoi bisognerebbe avere amazon music,"4,0",0.1212,Good
ottimo,ottimo prodotto  facile da usare e installare,"4,0",0.25,Good
ottimo ma alcune funzioni sono da migliorare  ,note negative  il termometro interno indica   gradi in meno  la routine che usa gli ultrasuoni funziona la prima volta  poi smette di funzionare per un po  di tempo,"4,0",-0.273,Bad
alexa,non mi   piaciuto il fatto che il volume dell audio e troppo basso,"3,0",0.25,Good
fa il suo,ho comprato il prodotto il primo giorno di black friday  quindi il        ad un buon prezzo  il prodotto   un buon prodotto  riconosce bene la voce quando la chiami e pu  rivelarsi utile in determinate situazioni ,"4,0",0.0191,Good
funzionale,ogni tanto fa i capricci che non dice nulla di  quello he gli chiediamo  ma nel complesso va benissimo,"4,0",0.25,Good
interessante aiuto,un aiuto interessante,"4,0",0.25,Good
qualit   prezzo,facile da usare  consigliato,"4,0",0.25,Good
ottimo prodotto qualit  prezzo semplice istallazione consiglio,semplice istallazione,"4,0",0.25,Good
autoparlante top  ,tutto super  la musica si sente benissimo  mi piacerebbe ci fossero pi  app da poter aggiungere ad alexa ad esempio storytel      ,"4,0",0.26,Good
ottimo,molto soddisfatto,"5,0",0.25,Good
ottimo strumento,gi  ho un echo dot  questo in aggiunta rende l utilizzo di alexa pi  confortevole  prezzo qualit  eccellente  suono buono  ricezione e configurazione eccellenti      ne consiglio l acquisto a chi vuole completare al meglio il sistema di assistenza alexa ,"5,0",0.25,Good
bello,bella e utile,"4,0",0.25,Good
ottimo,buon prodotto,"5,0",0.25,Good
bello ma peccato che il filo di alimentazione non sia dello stesso colore del eco    peccato,,"4,0",0.25,Good
ottimo,cosa dire assolutamente perfetto,"5,0",-0.1335,Bad
radio  musica e lista della spesa mi hanno conquistato ,la comodit  di avere la radio e la musica sempre disponibile semplicemente parlando e il poter aggiungere appuntamenti e lista della spesa parlando mentre stai facendo altro sono state le cose che mi hanno conquistato  ,"5,0",0.25,Good
upgrade rispetto all echodot piatto,il suono   sicuramente migliore rispetto alla generazione  piatta  ma chiss  perch  con il nuovo echodot alexa mi sembra pi  dura d orecchio  ,"4,0",0.25,Good
ottimo prodotto,tutto perfetto  ma per installarla ho dovuto chiamare un tecnico  non   poi cos  semplice come dicono ,"5,0",0.25,Good
una bella compagnia,lho acquistata sopratutto per l ascolto della musica ed ha un audio davvero ottimo  ottimo il ricnoscimento vocaleun piccolo oggetto che anche visivamente fa e  carino da vedere   ,"5,0",0.186,Good
da provare,veramente utile anche per le piccole cose come un timer o compagnia  ,"5,0",0.25,Good
non si capisce niente,solo le donanda facile alexa  che ore sono alexa  com   il tempo altrimenti  alexa  accendi luce alexa  le luce alexa  accendi lampadario alexaaaaaa  lampa accendi alexa  per favore accendi la luce va be alzo io e accendo  ,"3,0",0.25,Good
top,veramente ottima qualit  prezzo molto buono   leggera e bella,"5,0",0.2202,Good
sempre piu alexa,alexa   sempre alexa  riconoscimento vocale al top  un sacco di funzioni  tanta interattivit  questa generazione del prodotto base     euro in black friday    qualcosa di pi   l estetica   diventata molto pi  moderna l installazione   qualcosa di straordinario  scarichi l app  accedi ad alexa ed   tutto fatto  la diffusione sonora   sempre pi  coinvolgente in poche parole  oltre la solita radio  oltre al solito assistente personale  semplicemente alexa ,"5,0",0.1309,Good
facile da configurare,migliorato io suono rispetto alle versioni precedenti  materiale di qualit ,"4,0",0.25,Good
buon prodotto,ottimo prodotto e semplice da installare,"5,0",0.25,Good
ottimo,ottimo echo dot unica pecca l audio ma per il resto ottimo prodotto ,"5,0",0.25,Good
buon prodotto ,buon prodotto  da migliorare la configurabilit  che direi limitata ,"4,0",0.25,Good
buon prodotto,prodotto di buona qualit  e facile de usare e configurare,"4,0",0.25,Good
come da aspettative,per la grandezza  pi  che buona ,"4,0",0.25,Good
semplicemente stupendo ,questo modello   stupendo  piccolo e ugualmente potente  oramai non posso pi  farne a meno di questi echo li ho messi uno per ogni stanza e ho reso la mia casa tecnologica e pi  confortevole  anche mia figlia si diverte chiamando alexa per mettere musica o chiedere di accendere le luci  ,"5,0",-0.1607,Bad
perfetta ,perfetta  altoparlante davvero molto potente  e si pu  appunto collegare anche ad un dispositivo ed usarla come una normale cassa  oppure alla fire tv per avere un audio migliore  riesce a sentirmi dal secondo piano e l echo dot si trova al quarto  consegna sempre in tempo  assolutamente consigliata ,"5,0",-0.1669,Bad
ottimo prodotto,spedizione e consegna come sempre perfette  ho acquistato il prodotto per domotizzare la mia casa  installazione semplice e leggendo il manuale diventa ancora pi  facile  ho acquistato anche delle prese wi fi per attaccarci delle luci  semplice l abbinamento con queste prese  il prodotto   molto piccolo non credevo  quindi dal mio punto di vista   perfetto  altoparlanti top  consiglio vivamente questo prodotto ,"5,0",0.0089,Good
alexa,semplicemente soddisfatta dell articolo acquistato ,"5,0",0.25,Good
alexa ci sei ,ottimo prodotto per il prezzo richiesto  nulla piu,"4,0",0.25,Good
troppo carino,ottimo prodotto   fatto bene  suona bene e risponde a tutti i commandi  ,"5,0",0.25,Good
alexa,e piccola ma ha un suono spettacolo mi piace un sacco regalate a natale anche hai miei genitori e miei suoceriottimo tuttoimpacchettamwnto spedizione  prodotto e consegna  ora voglio le lampadine appena potr   me le regalo ,"5,0",0.186,Good
sempre una garanzia,ottimo prodotto  musica  promemoria  lista spesa  accensione e spegnimento lampade con presa ecodot,"5,0",0.25,Good
impressionante,prima volta che acquisto un echo e devo dire di essermi sbalordito pro  qualit  audio eccellente possibilit  di impostare sveglie  promemoria chiedere la qualsiasi gestire tutto quello che   compatibile con alexacontro  abituarsi ad utilizzarla,"5,0",-0.1335,Bad
alexa,ottimo,"4,0",0.25,Good
un altra vita ,non risponde a tutte le domande ma ne sono pi  che soddisfatta,"5,0",0.25,Good
alexa  che altro dire ,ormai tutti conosciamo alexa comprata in offerta speciale  quindi soddisfatto del prezzo unica pecca  se vogliamo trovarne    che mi aspettavo la potenza della cassa un po  pi  forte rispetto al modello base cmq soddisfatto,"5,0",-0.2688,Bad
buono,qulit  prezzo,"4,0",0.25,Good
echo quelli che ci voleva ,echo dot ottimo,"4,0",0.25,Good
fantastico,questa alexa mi piace tantissimo   molto intelligente e riesce a rispondere subito in modo preciso a qualsiasi domanda    comodissima e potrebbe essere anche un idea regalo la consiglio ,"5,0",0.2103,Good
alexa mettimi su della musica rilassante ,ero scettico  ma visti i prezzi del black friday ne ho preso uno e poi spinto dall entusiasmo  anche uno per il piano superiore per ora li uso per comandare delle prese wifi  per mettere della musica  si sente benissimo    per ascoltare la radio in streaming  come interfono tra i due echo dot  per avere informazioni  pensavo che parlare con una palla nera sarebbe stato pi  faticoso  invece dopo un po    abbastanza rilassante e veloce ,"5,0",-0.173,Bad
echo dot,interesante  buon rapporto qualit  prezzo  ma il giorno dopo del acquisto costava di meno ,"5,0",0.25,Good
modificalo,fantastico perch  puoi mettere le risposte che vuoi farti sentire attenzione per  alle parolacce   alcune parole os  quelle non li sopporta molto divertente suono molto migliorato impostate spotify con le vostre playlist ve lo consiglio  per evitare spiacevoli abbonamenti con app del cell del pc portatile e tablet alexa funziona anche  quando non sei a casa basta avere una connessione dati,"5,0",0.0911,Good
facile da usare,facile da usare e istallare molte funzioni che si possono attivare ,"4,0",0.25,Good
ottimo,finalmente un dispositivo tecnologico facile da usare per tutti anche per persone non esperte il suono ottimo    per la musica  dopo il primo mese serve abbonamento amazon music     ,"5,0",0.1212,Good
buono ma non ottimo ,esteticamente gradevole  perfettamente funzionante  pensavo che l audio fosse nettamente migliore della precedente versione  invece lo   ma di poco ,"4,0",0.25,Good
ottimo,la semplicit   per installarlo     la bellezza del prodotto  qualit  prezzo   perfetto,"4,0",0.25,Good
alexa,buon prodotto x il costo,"4,0",0.25,Good
wow,acquistata alexa come regalo di natale  alla fine era un regalo boomerang per me    riconosce bene ed anche da distanza la richiesta  il suono   potente e pulito  io la trovo molto utile,"5,0",0.1395,Good
ottimo qualit  prezzo,ottimo qualit  prezzo,"4,0",0.25,Good
ottimo,ottima qualit  prezzo  funzionalit  ottima,"5,0",0.25,Good
echo dot,il dispositivo   facile da istallare   ha un buon riconoscimento vocale ed una buona qualit  del suono   consiglio l acquisto,"5,0",0.186,Good
